frame.time_delta_displayed,ip.src,ip.dst,udp.srcport,udp.dstport,frame.len,dns.flags.opcode,dns.qry.name,dns.qry.type,response.frame.len,dns.a,dns.txt,dns.txt.length,dns.flags.rcode
0.000784,192.168.183.133,192.168.183.2,51384,53,104,0,api.e57ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,369,,l7oHgKJNP6q4Ps5UjzaC1FfOwceDxpVzN7o+BFeKBQzV2Nh6W3U3hQteIN9Or69nd40NGbYpDekPI5HfpcRCRYqU969nogmSJtdx5uqYDOldHwFLBhhMpeeRx0KK0N5SI3TCozbltNa1Uw+hEk8Q7iDqrulJMqfwhOr6OUdGTzRfYlPzftlmQAIXN2K5edSHDjRQpJYG9qY6CfIrz+rr9brm561sgHOKGbpvCqP4wrYRhXiwR0Zcmr3iknNn,252.0,0.0
0.000765,192.168.183.133,192.168.183.2,51106,53,104,0,api.f57ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,369,,AJqb99Vl/ZGYo0e2aycSGF4bCmB0T3EOCmh6kCS2WsxzSOgRrwapFA/VD6md8iiGBtxF+DJf74qJCZLU8VSrsELEY5qOEY5ZgmkKF/5BEYgOlzFrfrTvrKjWG3x5GpqZ6AxPxT6T8csRnANSAKoLyi+BU/C4Kem20q+4uSsiCh3jOPGyzXFftHsurN0H+SWnNGd8eTYZ5FQKPmLEjhS9YmHh3J7EjRARaLRDd8ngmr4sLA4X6F+ZB5eSBv5n,252.0,0.0
0.000623,192.168.183.133,192.168.183.2,53378,53,105,0,api.1057ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,3/VYpnWTUvJzNLb1EqywsukkPnGPnAuOvCXanQ1qxTe8huaJsyq1qo2KtsnuzCDWrz1AOZgvoh/zyUMR9w/7EcbrTcfJH2VOFDa+tpZnywd+hKCV94tDlEjCqJnfGzG326T03CyWPslyRHHdG9FpzlOwLm/FoHuZJXNu/T49ulKSmJ3qyzAJAhSF2U69eCGG1qykUI5NZqiXLvD359+yqoqQVRUgYfJmdPiFL7I73hxeEOdXQPbm/mWoU0tQ,252.0,0.0
0.000661,192.168.183.133,192.168.183.2,53552,53,105,0,api.1157ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,szElRmtSn+O8xtzGwsyCasAbJ84659cVfmPJdC/bs7yeZMdxVCRgZHt8R1keTn9Dl/6oN3rhMInCkZi60FTgBZe/w4bmejAYKGkIRlClMENXk3pqxN9x0dYL8+r26/BUg71DmmRXahDJtUjm6pW46tYp2kSp8PKAuxizbBdeLH7beU1N90Mtm+6pto4AVBmm16bl1quQCXWgysgtCtJAWEPCc2nM11dpBGpEf1ZmbOBu/uhDUBvIV/K522iA,252.0,0.0
0.000575,192.168.183.133,192.168.183.2,57233,53,105,0,api.1257ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,3IWr+Ia0YWq6wgBaR0KFULG1wGMqNxvGbCdWk3giI1pP5wFoKBOis+T9f07zjJBhbmp8neJ63iWdTorywPnuPZe/d1GTidTC9tGu1FJMtCvsf1hdTeiYJSLoPUh7GXAUnv2cRakD/tAphG9f0U90JOzG6bEm8LNZqNioGmvM8tUsrDGPSRw64QgdSG1UFqloZ+IPNhhk+OHwiVLC4UPOLY6lpop8yqYbetEgbGvnbWvGQawInwiNkjSVuUbb,252.0,0.0
0.000541,192.168.183.133,192.168.183.2,62864,53,105,0,api.1357ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,/iIxuEqRWJDQp0KI7tei0kjohtb98pn98ij/GCppqtJQYPdQmD5Jc6OG9xQAgM9kNVIleg6TZHICEgduTqNZ8o8PsL6EyDUeVGlXaI30rJfBbxFzt0BuiHz2UCeOLwFBHPnVKgxZp7U8tf7ZSltuqGVNheXLqnIlNb0/PBk1yvUmhnve6kV0u3cVRwmdZoVFn8TSBjDbvB+OkJDAkzZVjwI3IJltMrRfWeQxBFFzhlkE53yg+cV122bOz4rC,252.0,0.0
0.000596,192.168.183.133,192.168.183.2,60587,53,105,0,api.1457ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,MK3ayKuPSODClruTldqOWDyH+DdDxgugYq8dD3IXpgVNEWv46lAFbAdjCFU0T2coEIakKFtkhMaPZSQLY6If8OYViL3JPkhNNED8r6VGiGAks9RkgYQJM5M3nb/YiHBDvdTjsL0JEhbF7squJmsceLIG9vpaKeUe/XOqL0/5SngBt9h5D2WOR6F215UmoYKT4yu4PCTuji08Naxe3V+WiiWvI1nUhHO1n8TT8nt/Vh7RjRvXiCNvb1SGLUeJ,252.0,0.0
0.000576,192.168.183.133,192.168.183.2,51425,53,105,0,api.1557ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,IsXhNnrCPNyGa43rNpYwlQHec8vcSRlblTf5z1Nfq5uIeb7+tFOzMsxAHh7iO66yq7EdQKD6YtjiFTHQeJH1r8dcegEJ65+EEFZDFzdqNHgmvIttPvzqP9Cf2evPtFNqxCTrQN3GHxOSaEfkF2IWtnfdJzvdYoPDyyn6a4fEw8VAmzwGtQJ0x1JUlOS/Ome08Bv59cCko85Sg3JMBy4WFxrAoqBMYt8MHY1dr/IrfJK7xADRZZHDX84dcd/L,252.0,0.0
0.000723,192.168.183.133,192.168.183.2,51622,53,105,0,api.1657ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,Qvj8p5yyzFuoWbNBddajbFyOZSqOROvjmwsg1biuRFnIxQwcsdZG9d2QoCX+J9mNgmrBFhfN8etwHdbQuMRrsPwL4HPQAbY7Fcct8++W9Jw0AL1Hc1RHtTXwjyvpK95fXnbBMBG2duIYcFFC2PwpGkL/mF/uqxR5ZDsh1mDvtEXOGh4sc/w9fFNEZbFCVrX2nkD0J36JbwZ/2CQArSwvP60Clel6aLHsyXqChx0x+QMeu70V7xJiJviMAFoO,252.0,0.0
0.000565,192.168.183.133,192.168.183.2,60221,53,105,0,api.1757ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,mMkieeVSKdLCSN9vgLUrDSHtdfOZgRvx4T7cdq1eOAG7bnDvAtRq9tLsYWaYEB2JRJqgqQifmP0DMzVlP4c3mSZn+D7MPazTYXKF+Lo03yLu16OMy2KM3XrG3WSonai7hfOaMKmiRzZXpR+agqJGaXD3DCKlIVR70H8ETLGpKUGdJKP7Sy1CmohwFrQAXdWtr5ycE/aamFRDIGHjLw25r/Kw+/fh/Uyp3jlLXg5mwB1HSiveyVtFC9ZWrFco,252.0,0.0
0.000664,192.168.183.133,192.168.183.2,63877,53,105,0,api.1857ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,KJzf6/aMbYAAGp2n85L9p+UvKRC36X67ttW8nRyfEwgFrqRXfKYzgXHKge/FF/tip6wmLqJng2pShCbkS57UPXdKo2tH+gZhwbJVP9ha730odXI27aeaLoZe/eQcmbQiAxQugJLSUxMq+zORC92uEN2DXuhfUx/qMhPWUZJPzMuKiEBtDEc2uMmLpIecD7XNPPi+kYKvRpx5NSLxPq877OZngemvaiiJ2n3lif47ZE75gO91MYpEw0d0YQrS,252.0,0.0
0.000885,192.168.183.133,192.168.183.2,54872,53,105,0,api.1957ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,LBYUj6iFNdeEnb2TZXH872OoK2p4pCqekrZidiozeXGwCBTDZy86DXaI/leCFM/IVIJz+Z+qyyvSssadHKVdLBiV0NSPFIom7dPRuBpGSP0S4rFrT5zQmzedVBI1NJ72zWzX1b/4zLae0sgkVIRdxDvhN84+ZKC8gxY9631EBT/dI/025psOsD4gsdM66d7kXHbG5gjOyf6dk/I7wmoIliqQIi5odpdgsdgFIt3Y86XFZ9Y3LWhwPU1Z3Q5y,252.0,0.0
0.00064,192.168.183.133,192.168.183.2,54417,53,105,0,api.1a57ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,O4s0kU1vDWWRy4XfjlvPcoJKpwK9FEDuCiBFhTzskiSFUKRW2ZG0WrjE9BfheMkJ8EMoF3cd34SUEygzRVPnhnkS19yBGzyfUl45kTFofI5nA8So9ALCm//yxhdXVYbUvuKUdkCXhukO3MWGapBS4TTNQKxMhsVPMiaHyU0/XK5Wk2wbBh0bFWhhnhyquS9ex9xjyHHWE0BaGhUyiNrqmhKEPhFaJv7XuUMnl5nVnkRH/dlgNGcDHB47PIHU,252.0,0.0
0.000547,192.168.183.133,192.168.183.2,60512,53,105,0,api.1b57ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,7PIQJscEp24XhSh0GRf3FycXy53mBYaTJPOqfklze5gQ4iKDTLKnBQaFUUC/BnqRsdOEFPr6eaXYwQY7R8AVhCiracWRS7K7rN9x5RCmw9AImqNbKuREs6Y/k3G/GCNeWY1V/q0i+8wCinDRLCKU6lDMiQEMtHzqPg3elp1kUIgVlO/xgzOc6cOJGHYwmdHY6Ysv731RmzZ948KZJN2YhEukWp6IcbM9b92GbvKfRgNIFDvcCVloxdkXYyHN,252.0,0.0
0.001059,192.168.183.133,192.168.183.2,53807,53,105,0,api.1c57ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,Jns8QDKFuyxiCl5ilJ7FegX5XFTMW2HLim33sKxAKywhM+LJeOH5jKapgyfloxxQL/2xmrmdOR9VxTxmOuWqcSmsw7eCOnnkhLGAL6CMOvgXc5AylAaosXgqHljHqGjmleMtPOF5O2TBmiTMrhn5f8uUQATzmP3aPEI8ou0XnOVEnWqkBNisOOP00uFj6T8iYFsuOxZtT7r3WvPELOpX6rGJ+3gSSffBnkn6UMMiXpOZhFmMSBJ/FDLpSjKY,252.0,0.0
0.000884,192.168.183.133,192.168.183.2,49538,53,105,0,api.1d57ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,56izAkykh6E9chDG6MgHb3gg6+PuzgoLl01lFFmHQBt/Q4+TxCqqTZ06qGt3ZU3LLuqV/3i6b4atUJTUM/rKDnjLKK0cbr8TUkr2q7kz9yiZR6sTXpTycbvnKW9F+Pqi2WUtRwv8blmfCv/EqVxfDgtA0FINxODYvDy7a3P0KZKRMn/E8fyI9rdlRb5MfARf7QNFw5kkex0UyCNatQHwYpRps+w2+STVGO40q/5Mu0A6+2MNDld8rDJSnfuo,252.0,0.0
0.001207,192.168.183.133,192.168.183.2,64601,53,105,0,api.1e57ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,nsJNWc3FAheDsE1LbG3fIFdwkNeRhUXYX7ym7lFs6C4UbtxX7fG4pc7oOuV+sNug7LbRCCUinH+HeHoTQ0WZwA+g1g33SezpcZaY/I6NaTgw9jnh2CjcS2s2eTYrD2K4g1hFqoDnNBREZXdYYW/RQK+/lChVQk5dGVyUN+A9voqI2Z/XyqrITEBL0KhK3FjjUAwrEmo2aDUrKBfNX4mIbOLAhoW+gkQWViArJu1q6ncYOBX2hBRR6+XVfEUb,252.0,0.0
0.001051,192.168.183.133,192.168.183.2,62897,53,105,0,api.1f57ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,WduY5plsJKT150ndd7LBsHupL3AOJxehKA6S2Plg3aiRmSOci7kRuaxZlUfJq6QQbt2buC+YXZ44M0hAb57xgh5bHBDOVHUSEa8KrOL53PGjq9uqVh5oU+sSywUkpRSO1ILVL1BzgXCiG8D6+RqQsH0zzFGT8NVnXxy0idWcgHk6FbnFi08PsJphiyX/27+TmJ3P2hyS9Uf12j8LrLSy47PM/6CcHzcge+hWD6aP+F8pRjTgFaW8zOMrssGD,252.0,0.0
0.000914,192.168.183.133,192.168.183.2,50387,53,105,0,api.2057ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,h+5+hBXia53kA4EX0NFSxbwREB9qNWD3nl9Bu1cY1eDNQR+MydSa+zqvLdNm5t9JrdEra8I9K6ePbVCElvANTgin1p47aYc9SzAIndf45/T5SncfJ/U3cWZtMWWjck8P027nrBwb+7jSKfFNjZ/2TDls7ZcjH2Lahs864dDyUK2iG3eQXdqejlXytRIT1uoRPXJoImHybhh/uIhDkjI9Dai4R+XYEMcw0A3vbznsLZ1D+0gpJtrXlBKSq+Bc,252.0,0.0
0.000889,192.168.183.133,192.168.183.2,61282,53,105,0,api.2157ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,wOxAbq5cB8dQ0SNdcmefyKBRRPhax03RibwLsQLAC9+YXfKnY5aNy/Eghugnn/52LBbS3c5ZXOnRmyyYOscGWSmJsPxpZ0OPAnrVCzP0b1pFcew4242l0mC7pJ5uQ1mwNqjrFvdgS5O57ih/c7BSzlYX1AqQJ5FcaKaJZKFCPo4UHA/PJAlyNyN4p28IZ+RS+e7r5qysDwGQ3lKpNSiaeKa+/KOhHPyi8IJ/ItbqLCVVnexxkyaRz7n5gh4m,252.0,0.0
0.000988,192.168.183.133,192.168.183.2,53951,53,105,0,api.2257ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,L5BY3B5pUWHeBDP0YMRsI1P3vlKLvnXVyRssLq/cVKtRIjem+/xi0MQSGLV+77VnpR8k35wGQuLYO3fAnTZ5VIgRRNqqiH5fNCk/12NRWQOoXlBXuK6Himmz8WOBbrXELv3uMMxYZmtXfdlMHZX5hyNFsuM9JWfJ+rMrYZ6mZJR83fJ816jlI7OcXYCqOdUyw990pWx2mnFSxtmTui0txFxfv8nl3IOD1OnqPDIE0k08qqiJiruwjdFn4IJM,252.0,0.0
0.000926,192.168.183.133,192.168.183.2,51221,53,105,0,api.2357ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,g+inFcDp+stm34hAiriwXEtXjriMKsNPM2pVKlMw+Xbi3ipqvSu57yu/8i/9CSChQ1p9xjmNxHoCSS6jpZpPlOqsjQLNuszKvctYQ50QkrVRW5Y9y6dgzDvGUpnfYmQCy/Pqhsfhx9GdJf99TMy4vTrWxcaJj2oQ/+qe0FzojH83LKgSW/R9zkL2ILrs9F/B4ew1fCeXfsyU9mnq7xSnJCLRJzGHvoJRMFFep3dsrRo58e4oWoLsMDS2iksZ,252.0,0.0
0.001,192.168.183.133,192.168.183.2,60573,53,105,0,api.2457ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,TrECrgVOLSKWRZ+cFNO3Lxr0lqMwgGfNly82Abb4cDn+J/BXrdxJ/SFnxy4cKT6KJZQU/1zU9EqBQRxwAmTiAxT0AkGRykPr4J8DhsDJ64DA95X3gXY9AgOjWNTkgOpy8KHpD6AYqeNX5j8Pf7Jx3HGBHIY+FXHRjX/LH08TrUtSI2iq5FkwYNBW08S6xUV77VDluhVSXcZ6k4DrP78SizEvIkjk/pEOhd7y8xMwDxwC8Zkt01ed3T6mbdgR,252.0,0.0
0.00089,192.168.183.133,192.168.183.2,55350,53,105,0,api.2557ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,G1hPnHNQ+ahfnUkDxsnqGDEGR79dhGbS1C041qb0zYAsfO/hU47mOJxkD7FFOM8Iu7UW5kIurBJCaV0JOljtfcsiyks7F6Gm2iswhCNmd6eaNGvAMntyoNteP9dD7COocIfXy+f+mfVxgzm1y+xtlyJ3T6qbcqr37wEWvCE7wLIWS4cYeBaFK33KT6DfasAl0wsLDy4YZQCgdD/e3HpjA7UfvACzOOs6fEERzwKAfjOcpJEqIoDk7fz9kLLm,252.0,0.0
0.001086,192.168.183.133,192.168.183.2,64867,53,105,0,api.2657ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,nvdiIkIpoYJ2WUI57XdYkTbhx15G1OK7CVTnNOttATdGZXrC5UqUu7wWLq8OHD4O4MoZB1i7t4u/YBFQKhMh8jOBtJo44XWgKEysgMtVDiYiNDXKgxHDbuTWWpZCFa1IKi1n7f8FfmZa5ntdfruJcQwTOhNENI3eZfAsccyq+GXPPgwaLRgtb9ln+ACqyY0/DPLZZp8IaN5PXZJWwYPYidzbKplXZpWfC+6tmYvBeCUS2+w5gYsKVAe4QJay,252.0,0.0
0.001071,192.168.183.133,192.168.183.2,57981,53,105,0,api.2757ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,47Zuq/HNT6wQBt3Al4x+l7WwVwF8rJaGQ+It3wlxNhMPm1W38+o6gKSyWKB+C+WatVVBrffc21DdihPqBUvFuKRRkPICUEXgGOVknO7ZVZauPvWwOUHl3+DQJtiBPSSDwbsMP5NjFqOY8SrhsxHYudk4xmRzug6h9xeUJkwDAMSczZz8HCvlqgWgnCHuhPi+BDD0foVnMuvNe5WpCtFMMOK2XS6W4paHKumEJlKud6di99soe13T2vWc5yBY,252.0,0.0
0.001125,192.168.183.133,192.168.183.2,63356,53,105,0,api.2857ce111a.782f55f2.ns1.ssltestdomain.xyz,TXT,370,,x7L5HdTlgbsvTZO/eA3wQsBPV26MGTuwiMfcxuy6eS6R+gHX62cUNIAoamoYdiVur/6Y9fleTkdk6zt3J426j5tg2jlLlByEfTdMyoRxx0Y26Z+IFwW0s5VIL0ww/Xd1cCB8Xere5gSGSX/O+SaGFIxeh63J+5m3lfSHKdLOe2RiXnJn7F/2XpBA2IOP5UlGUShh3ClPp1BGsZYH+JaeDUDUq5FxdqusmbVdwKFfWFj+/HR5pEaRgyc+agXM,252.0,0.0
